TransactionID,CustomerID,Amount,Date,Time,Merchant,Location,TransactionType,AccountBalance,DeviceID
TXN000179,CUST0036,2750.03,2026-06-10,02:10:01,Online Shopping,Singapore,Mobile Payment,60193.85,DEV7543
TXN000333,CUST0036,2679.61,2026-06-11,07:54:01,Travel,Germany,ATM,86377.0,DEV8019
TXN003674,CUST0036,2634.69,2026-06-12,07:11:01,Travel,Australia,Online,29692.15,DEV7543
TXN002492,CUST0036,2154.51,2026-06-13,18:28:01,Fuel,UK,Online,65416.69,DEV8019
TXN002124,CUST0036,2817.43,2026-06-13,23:29:01,Electronics,USA,Mobile Payment,1783.53,DEV8019
TXN001300,CUST0036,2420.13,2026-06-14,07:43:01,Grocery,Australia,Mobile Payment,6968.35,DEV7543
TXN004094,CUST0036,20.72,2026-06-15,06:53:01,Travel,Australia,Wire Transfer,61120.46,DEV8019
TXN001198,CUST0036,1420.35,2026-06-15,08:00:01,ATM Withdrawal,UK,POS,24836.52,DEV7543
TXN000128,CUST0036,1666.52,2026-06-15,18:41:01,Entertainment,UK,Mobile Payment,13847.35,DEV8019
TXN002221,CUST0036,2768.1,2026-06-17,08:56:01,Grocery,UK,Online,96136.27,DEV7543
TXN002150,CUST0036,1829.22,2026-06-18,00:58:01,Entertainment,Australia,POS,46750.09,DEV7543
TXN001188,CUST0036,37.68,2026-06-18,07:43:01,Jewelry,India,ATM,72274.36,DEV7543
TXN001776,CUST0036,400.7,2026-06-18,10:33:01,Electronics,India,Online,79530.13,DEV7543
TXN000252,CUST0036,1664.66,2026-06-20,20:33:01,Utilities,Singapore,ATM,78118.0,DEV8019
TXN004056,CUST0036,2901.75,2026-06-21,13:54:01,Electronics,UAE,Mobile Payment,37164.73,DEV8019
TXN004069,CUST0036,2817.72,2026-06-22,19:13:01,Jewelry,Australia,Online,35503.24,DEV7543
TXN002695,CUST0036,1960.89,2026-06-23,17:48:01,Dining,Germany,POS,78243.04,DEV8019
TXN003351,CUST0036,2529.28,2026-06-24,16:48:01,Online Shopping,UAE,Wire Transfer,13912.63,DEV7543
TXN001316,CUST0036,1792.65,2026-06-24,19:21:01,Fuel,USA,ATM,62137.95,DEV8019
TXN002739,CUST0036,1096.81,2026-06-26,12:46:01,Fuel,Germany,POS,70031.33,DEV7543
TXN002473,CUST0036,2112.57,2026-06-27,12:51:01,Entertainment,UK,ATM,18089.87,DEV8019
TXN002863,CUST0036,2252.21,2026-06-28,00:46:01,Fuel,Australia,POS,96268.0,DEV8019
TXN002666,CUST0036,2097.36,2026-06-28,10:36:01,Entertainment,India,POS,21157.57,DEV8019
TXN000655,CUST0036,2293.13,2026-06-29,13:51:01,Travel,UK,ATM,3847.19,DEV8019
TXN000164,CUST0036,789.75,2026-06-30,01:18:01,Entertainment,USA,ATM,95449.45,DEV7543
TXN003664,CUST0036,2763.86,2026-07-01,14:09:01,Jewelry,UK,ATM,55640.6,DEV7543
TXN004473,CUST0037,36696.44,2026-06-01,04:22:01,Electronics,North Korea,Mobile Payment,7837.07,DEV3266
TXN003090,CUST0037,2866.36,2026-06-01,22:41:01,Online Shopping,UK,ATM,3353.73,DEV4593
TXN003303,CUST0037,2009.52,2026-06-02,09:15:01,ATM Withdrawal,Singapore,Online,77709.36,DEV4593
TXN000988,CUST0037,2494.89,2026-06-02,18:54:01,Travel,Germany,Online,47506.71,DEV4593
TXN001323,CUST0037,2154.63,2026-06-03,17:24:01,Utilities,UK,POS,25728.1,DEV3266
TXN003696,CUST0037,2109.17,2026-06-05,08:13:01,ATM Withdrawal,Australia,Wire Transfer,86969.14,DEV4593
TXN001620,CUST0037,51.17,2026-06-06,08:07:01,ATM Withdrawal,Australia,POS,59061.96,DEV3266
TXN001332,CUST0037,2202.9,2026-06-07,18:30:01,ATM Withdrawal,UK,Mobile Payment,78213.83,DEV4593
TXN001925,CUST0037,2049.11,2026-06-10,16:46:01,Travel,India,Online,63750.74,DEV3266
TXN003815,CUST0037,433.81,2026-06-10,17:35:01,Jewelry,India,POS,69006.97,DEV3266
TXN001398,CUST0037,2057.44,2026-06-10,19:25:01,ATM Withdrawal,Germany,Mobile Payment,2728.72,DEV4593
TXN002222,CUST0037,219.38,2026-06-12,11:14:01,Online Shopping,UK,Online,47289.33,DEV3266
TXN000077,CUST0037,2225.5,2026-06-12,20:27:01,Electronics,India,Mobile Payment,22298.16,DEV3266
TXN004814,CUST0037,2057.67,2026-06-13,22:37:01,ATM Withdrawal,Singapore,Wire Transfer,31012.74,DEV3266
TXN004307,CUST0037,2495.05,2026-06-14,17:27:01,ATM Withdrawal,USA,ATM,93946.55,DEV3266
TXN003835,CUST0037,2261.54,2026-06-17,03:30:01,Grocery,UK,Wire Transfer,28721.96,DEV4593
TXN000652,CUST0037,40046.35,2026-06-17,03:41:01,Travel,Germany,POS,22569.74,DEV4593
TXN002470,CUST0037,657.27,2026-06-25,07:36:01,Dining,USA,Mobile Payment,26468.73,DEV3266
TXN003963,CUST0037,16855.76,2026-06-26,01:31:01,Electronics,Germany,Mobile Payment,60283.01,DEV3266
TXN001267,CUST0037,800.88,2026-06-26,09:31:01,Electronics,UK,Wire Transfer,90020.34,DEV3266
TXN002946,CUST0037,2305.37,2026-06-27,12:35:01,Grocery,Australia,Wire Transfer,41086.62,DEV4593
TXN002591,CUST0037,1510.81,2026-06-28,00:34:01,Online Shopping,UAE,ATM,55798.21,DEV4593
TXN002040,CUST0037,417.72,2026-06-28,05:24:01,Dining,India,Wire Transfer,33998.53,DEV3266
TXN004389,CUST0037,2989.16,2026-06-28,15:39:01,Online Shopping,USA,Online,95279.98,DEV4593
TXN002314,CUST0037,370.19,2026-06-29,13:45:01,Dining,Australia,POS,1446.44,DEV4593
TXN004993,CUST0038,2119.09,2026-06-01,13:13:01,Grocery,Australia,POS,99868.44,DEV1771
TXN001519,CUST0038,2899.88,2026-06-03,02:25:01,ATM Withdrawal,Australia,Wire Transfer,1323.44,DEV2489
TXN002023,CUST0038,1062.4,2026-06-04,12:22:01,Online Shopping,India,Wire Transfer,80947.87,DEV1771
TXN004659,CUST0038,297.05,2026-06-09,16:27:01,Utilities,USA,ATM,79970.39,DEV1771
TXN003103,CUST0038,456.03,2026-06-09,16:53:01,ATM Withdrawal,Singapore,Wire Transfer,19947.89,DEV2489
TXN001017,CUST0038,2910.23,2026-06-10,22:08:01,Fuel,Germany,Mobile Payment,72506.32,DEV1771
TXN003160,CUST0038,2589.91,2026-06-13,14:47:01,Electronics,India,Online,37112.02,DEV1771
TXN000632,CUST0038,2773.15,2026-06-14,23:57:01,ATM Withdrawal,UAE,ATM,19045.77,DEV2489
TXN003334,CUST0038,781.71,2026-06-17,18:20:01,Jewelry,USA,ATM,44458.6,DEV1771
TXN002035,CUST0038,1266.18,2026-06-19,04:50:01,Entertainment,Singapore,Online,98844.39,DEV1771
TXN002195,CUST0038,2571.92,2026-06-25,03:36:01,Travel,USA,ATM,15278.24,DEV1771
TXN004123,CUST0038,487.84,2026-06-26,10:02:01,Electronics,Australia,Mobile Payment,96911.1,DEV2489
TXN001075,CUST0038,2982.32,2026-06-28,02:00:01,Entertainment,UK,POS,25192.41,DEV1771
TXN001271,CUST0038,1913.92,2026-06-28,06:34:01,Dining,India,Mobile Payment,30992.7,DEV2489
TXN001506,CUST0038,2584.94,2026-06-28,10:27:01,Entertainment,India,Mobile Payment,98996.83,DEV2489
TXN000649,CUST0038,1078.58,2026-06-29,16:26:01,Fuel,India,ATM,42531.89,DEV1771
TXN004325,CUST0038,1918.6,2026-07-01,04:24:01,Travel,Singapore,Wire Transfer,96205.01,DEV2489
TXN004766,CUST0039,1318.19,2026-06-01,02:36:01,Travel,Australia,POS,98734.49,DEV3504
TXN001574,CUST0039,1767.17,2026-06-01,20:21:01,Travel,India,POS,99824.35,DEV3504
TXN002076,CUST0039,2772.94,2026-06-03,20:38:01,Jewelry,Australia,Online,5162.11,DEV3504
TXN002217,CUST0039,2416.71,2026-06-07,14:34:01,Grocery,UAE,POS,36938.86,DEV3504
TXN002782,CUST0039,29610.72,2026-06-08,02:00:01,Travel,UK,POS,77323.88,DEV3504
TXN001575,CUST0039,966.65,2026-06-10,05:02:01,Entertainment,USA,Wire Transfer,41578.18,DEV3504
TXN000707,CUST0039,360.88,2026-06-11,23:54:01,ATM Withdrawal,UAE,Wire Transfer,77562.57,DEV3504
TXN003832,CUST0039,1230.02,2026-06-13,04:45:01,Dining,UAE,Mobile Payment,22001.62,DEV3504
TXN001410,CUST0039,2218.01,2026-06-15,02:13:01,Entertainment,Australia,ATM,61425.45,DEV3504
TXN001567,CUST0039,2910.48,2026-06-15,21:17:01,Travel,Australia,POS,1206.64,DEV3504
TXN004352,CUST0039,2790.6,2026-06-16,15:57:01,Entertainment,Australia,ATM,17158.25,DEV3504
TXN000355,CUST0039,44.82,2026-06-18,13:21:01,ATM Withdrawal,USA,Wire Transfer,85335.24,DEV3504
TXN001525,CUST0039,14894.25,2026-06-19,02:06:01,ATM Withdrawal,Germany,Mobile Payment,2726.62,DEV3504
TXN001153,CUST0039,2024.98,2026-06-19,12:41:01,Jewelry,Germany,ATM,44420.12,DEV3504
TXN004920,CUST0039,1206.01,2026-06-21,01:34:01,ATM Withdrawal,USA,Mobile Payment,10647.17,DEV3504
TXN003006,CUST0039,895.17,2026-06-22,12:31:01,Fuel,UK,POS,76062.97,DEV3504
TXN004170,CUST0039,1702.29,2026-06-24,17:40:01,Dining,Australia,Wire Transfer,77955.25,DEV3504
TXN001652,CUST0039,1868.75,2026-06-25,03:50:01,Online Shopping,India,Wire Transfer,47418.56,DEV3504
TXN002239,CUST0039,2532.0,2026-06-26,14:45:01,Online Shopping,Singapore,Online,36334.8,DEV3504
TXN004508,CUST0039,2378.46,2026-06-27,15:20:01,Jewelry,Australia,Online,72050.67,DEV3504
TXN003633,CUST0039,1111.5,2026-06-27,21:31:01,Utilities,USA,Wire Transfer,79910.98,DEV3504
TXN003670,CUST0039,915.15,2026-06-29,10:59:01,Jewelry,UK,Mobile Payment,97989.57,DEV3504
TXN000606,CUST0039,537.21,2026-07-01,09:49:01,Grocery,UAE,POS,64841.22,DEV3504
TXN002878,CUST0040,656.68,2026-06-02,05:22:01,ATM Withdrawal,India,Wire Transfer,38233.55,DEV7916
TXN004211,CUST0040,659.26,2026-06-02,23:59:01,Dining,UK,Online,33427.12,DEV7916
TXN002648,CUST0040,1178.47,2026-06-03,15:25:01,ATM Withdrawal,UAE,Wire Transfer,3380.0,DEV7916
TXN003821,CUST0040,836.68,2026-06-04,04:22:01,Utilities,Germany,Wire Transfer,93703.86,DEV7916
TXN004672,CUST0040,2894.46,2026-06-04,18:52:01,Dining,UAE,ATM,77389.44,DEV7916
TXN004312,CUST0040,2748.51,2026-06-05,08:46:01,Entertainment,Germany,ATM,44007.31,DEV7916
TXN002708,CUST0040,36170.3,2026-06-06,04:49:01,Online Shopping,Germany,Online,78089.34,DEV7916
TXN000190,CUST0040,2501.75,2026-06-08,06:54:01,ATM Withdrawal,Germany,ATM,26475.35,DEV7916
TXN004296,CUST0040,390.42,2026-06-08,07:24:01,Utilities,Germany,Mobile Payment,45790.4,DEV7916
TXN002235,CUST0040,1867.99,2026-06-08,21:17:01,Jewelry,Germany,Mobile Payment,44757.79,DEV7916
TXN000836,CUST0040,2399.45,2026-06-11,12:58:01,Utilities,Singapore,Wire Transfer,98037.04,DEV7916
TXN003311,CUST0040,1665.53,2026-06-13,18:23:01,Electronics,Singapore,POS,21190.69,DEV7916
TXN002089,CUST0040,1786.24,2026-06-14,12:57:01,Fuel,Singapore,Mobile Payment,69374.81,DEV7916
TXN002382,CUST0040,36.78,2026-06-15,05:33:01,Fuel,Singapore,Mobile Payment,45683.57,DEV7916
TXN000072,CUST0040,2497.0,2026-06-15,20:23:01,Jewelry,India,POS,74714.31,DEV7916
TXN001002,CUST0040,54.68,2026-06-15,22:09:01,Fuel,Australia,Mobile Payment,86885.83,DEV7916
TXN003063,CUST0040,1904.29,2026-06-16,02:19:01,Online Shopping,Singapore,Online,71743.36,DEV7916
TXN003170,CUST0040,2119.11,2026-06-17,01:18:01,Fuel,USA,Online,87838.38,DEV7916
TXN003863,CUST0040,58.26,2026-06-17,22:25:01,Dining,Australia,ATM,64199.05,DEV7916
TXN004099,CUST0040,1578.39,2026-06-18,06:05:01,Dining,USA,POS,52750.95,DEV7916
TXN004693,CUST0040,653.83,2026-06-20,18:22:01,Grocery,Germany,Online,3960.02,DEV7916
TXN002510,CUST0040,1934.29,2026-06-21,11:51:01,Electronics,Australia,Mobile Payment,76934.59,DEV7916
TXN002403,CUST0040,2891.12,2026-06-21,17:59:01,Grocery,UK,ATM,25542.97,DEV7916
TXN004088,CUST0040,593.18,2026-06-25,10:54:01,Fuel,UK,POS,46630.59,DEV7916
TXN001340,CUST0040,2626.95,2026-06-25,17:39:01,Jewelry,India,ATM,12170.92,DEV7916
TXN000924,CUST0040,87.47,2026-06-26,07:42:01,Dining,Singapore,POS,27742.4,DEV7916
TXN002624,CUST0040,54.17,2026-06-26,11:45:01,Grocery,India,Wire Transfer,33824.39,DEV7916
TXN003583,CUST0040,43.22,2026-06-26,13:06:01,Utilities,Singapore,Wire Transfer,27558.63,DEV7916
TXN001638,CUST0040,1140.48,2026-06-26,23:48:01,Online Shopping,USA,POS,53769.94,DEV7916
TXN000100,CUST0040,1877.97,2026-06-27,17:07:01,Entertainment,USA,POS,41675.0,DEV7916
TXN004464,CUST0040,574.77,2026-07-01,04:10:01,Dining,UAE,Wire Transfer,36367.43,DEV7916
TXN002250,CUST0040,2148.71,2026-07-01,06:01:01,Grocery,Australia,Mobile Payment,26578.68,DEV7916
TXN000646,CUST0040,1913.32,2026-07-01,15:11:01,Fuel,India,Wire Transfer,18757.86,DEV7916
TXN003294,CUST0041,81.85,2026-06-02,09:44:01,Utilities,Singapore,ATM,21426.57,DEV7304
TXN000079,CUST0041,823.59,2026-06-02,15:23:01,Jewelry,UAE,Wire Transfer,61100.52,DEV7304
TXN004525,CUST0041,1318.76,2026-06-02,21:09:01,Entertainment,Singapore,ATM,2332.41,DEV7304
TXN002297,CUST0041,1050.7,2026-06-04,06:32:01,Fuel,India,Mobile Payment,81893.31,DEV7304
TXN004320,CUST0041,2607.46,2026-06-05,11:21:01,Utilities,Australia,Online,50572.58,DEV7304
TXN003064,CUST0041,979.35,2026-06-08,05:20:01,Jewelry,India,POS,13425.84,DEV7304
TXN003530,CUST0041,2768.1,2026-06-08,17:43:01,Dining,Australia,Mobile Payment,11868.95,DEV7304
TXN001038,CUST0041,1822.27,2026-06-08,21:30:01,Grocery,Singapore,Mobile Payment,51662.73,DEV7304
TXN003469,CUST0041,26276.68,2026-06-09,04:43:01,Grocery,Germany,Mobile Payment,13721.9,DEV7304
TXN004465,CUST0041,1427.39,2026-06-10,06:33:01,Dining,Germany,ATM,63153.02,DEV7304
TXN000275,CUST0041,1813.87,2026-06-10,17:02:01,Online Shopping,USA,Online,10030.08,DEV7304
TXN001220,CUST0041,2709.91,2026-06-11,04:59:01,Online Shopping,USA,ATM,17111.82,DEV7304
TXN004575,CUST0041,2324.64,2026-06-13,06:10:01,Utilities,Germany,POS,5539.05,DEV7304
TXN003677,CUST0041,127.67,2026-06-14,09:09:01,Entertainment,Germany,Wire Transfer,3934.14,DEV7304
TXN001894,CUST0041,709.9,2026-06-14,18:51:01,ATM Withdrawal,Germany,Mobile Payment,52483.86,DEV7304
TXN000608,CUST0041,221.87,2026-06-16,10:25:01,Entertainment,USA,Mobile Payment,58396.42,DEV7304
TXN003225,CUST0041,2230.08,2026-06-17,17:05:01,Travel,India,Wire Transfer,97627.98,DEV7304
TXN000025,CUST0041,18.0,2026-06-17,20:28:01,Utilities,Germany,Wire Transfer,29834.67,DEV7304
TXN003045,CUST0041,2420.18,2026-06-18,20:06:01,ATM Withdrawal,UK,POS,64430.03,DEV7304
TXN000961,CUST0041,2638.67,2026-06-19,16:18:01,ATM Withdrawal,Australia,Wire Transfer,50877.96,DEV7304
TXN004451,CUST0041,1215.22,2026-06-21,08:10:01,Jewelry,USA,Wire Transfer,81284.69,DEV7304
TXN001821,CUST0041,2411.72,2026-06-21,18:58:01,Fuel,UAE,POS,85112.32,DEV7304
TXN002365,CUST0041,1611.33,2026-06-23,16:55:01,Dining,UAE,POS,67782.61,DEV7304
TXN004260,CUST0041,1787.29,2026-06-24,16:25:01,ATM Withdrawal,India,Wire Transfer,56453.88,DEV7304
TXN002497,CUST0041,2913.51,2026-06-25,01:28:01,Grocery,Germany,ATM,72534.59,DEV7304
TXN004093,CUST0041,48119.33,2026-06-25,01:50:01,Online Shopping,UAE,Online,5708.31,DEV7304
TXN002434,CUST0041,1119.37,2026-06-25,09:06:01,Utilities,Germany,ATM,23895.26,DEV7304
TXN001465,CUST0041,1010.11,2026-06-25,13:34:01,Fuel,UK,Wire Transfer,12797.6,DEV7304
TXN002294,CUST0041,2936.87,2026-06-26,08:45:01,Grocery,Singapore,Mobile Payment,23006.95,DEV7304
TXN001651,CUST0041,2007.75,2026-06-26,22:56:01,Entertainment,Singapore,ATM,49622.78,DEV7304
TXN004793,CUST0041,2638.73,2026-06-29,13:31:01,Fuel,Singapore,ATM,22329.41,DEV7304
TXN004028,CUST0041,24211.55,2026-06-30,04:57:01,Dining,Singapore,Wire Transfer,17225.29,DEV7304
TXN000351,CUST0041,2408.77,2026-06-30,12:48:01,Entertainment,UAE,Online,61520.99,DEV7304
TXN000127,CUST0041,530.53,2026-06-30,16:58:01,ATM Withdrawal,UK,Online,13014.88,DEV7304
TXN004078,CUST0041,2310.77,2026-06-30,22:50:01,Dining,USA,Wire Transfer,31848.05,DEV7304
TXN001964,CUST0041,366.8,2026-07-01,10:31:01,Grocery,Australia,ATM,25546.21,DEV7304
TXN004034,CUST0042,2404.4,2026-06-03,22:55:01,Jewelry,Germany,Online,32307.42,DEV9669
TXN001187,CUST0042,1318.43,2026-06-03,23:30:01,Grocery,India,Wire Transfer,50023.27,DEV9669
TXN004355,CUST0042,2108.14,2026-06-03,23:36:01,Fuel,Singapore,ATM,88796.79,DEV9669
TXN002307,CUST0042,1616.84,2026-06-04,19:09:01,Utilities,UK,Mobile Payment,99982.3,DEV8668
TXN002057,CUST0042,2644.43,2026-06-05,03:21:01,Entertainment,India,Wire Transfer,91712.89,DEV9669
TXN003544,CUST0042,21077.72,2026-06-05,03:56:01,Grocery,Iran,POS,29928.42,DEV8668
TXN001318,CUST0042,33139.06,2026-06-07,03:43:01,Grocery,USA,POS,33826.62,DEV9669
TXN002328,CUST0042,1713.5,2026-06-08,20:36:01,Utilities,USA,POS,79018.04,DEV9669
TXN002632,CUST0042,725.09,2026-06-12,08:21:01,Dining,Australia,Online,66058.74,DEV9669
TXN000726,CUST0042,2260.15,2026-06-13,03:59:01,Travel,UAE,POS,30556.12,DEV9669
TXN003962,CUST0042,401.21,2026-06-13,20:37:01,Travel,Germany,POS,27840.84,DEV9669
TXN002332,CUST0042,2849.42,2026-06-14,20:23:01,Jewelry,USA,POS,69787.96,DEV9669
TXN002030,CUST0042,627.05,2026-06-15,08:01:01,Dining,UK,POS,85479.21,DEV9669
TXN000974,CUST0042,177.07,2026-06-15,22:33:01,Fuel,UAE,Mobile Payment,13184.48,DEV8668
TXN001294,CUST0042,1414.92,2026-06-16,17:55:01,Jewelry,India,Wire Transfer,25734.77,DEV9669
TXN004946,CUST0042,580.95,2026-06-16,22:00:01,Travel,UAE,ATM,8579.14,DEV9669
TXN000299,CUST0042,1786.15,2026-06-17,20:39:01,Entertainment,Singapore,POS,43701.01,DEV8668
TXN003849,CUST0042,287.79,2026-06-19,07:55:01,Travel,USA,POS,63522.52,DEV9669
TXN000393,CUST0042,352.72,2026-06-20,02:30:01,Utilities,UAE,POS,85287.38,DEV9669
TXN000321,CUST0042,671.84,2026-06-25,01:12:01,Dining,USA,ATM,65507.15,DEV8668
TXN000298,CUST0042,70.03,2026-06-25,19:36:01,Electronics,UK,POS,34839.01,DEV9669
TXN004184,CUST0042,1546.63,2026-06-25,23:15:01,Entertainment,India,Wire Transfer,8985.91,DEV8668
TXN000618,CUST0042,1755.14,2026-06-28,13:05:01,Entertainment,Germany,Online,87545.7,DEV9669
TXN004627,CUST0043,1589.27,2026-06-01,10:03:01,Jewelry,UAE,Online,58299.35,DEV1188
TXN000338,CUST0043,1373.22,2026-06-02,03:36:01,Utilities,Singapore,Mobile Payment,34445.68,DEV1188
TXN004991,CUST0043,2838.97,2026-06-05,23:28:01,Dining,Australia,Online,52682.34,DEV1188
TXN002793,CUST0043,2783.61,2026-06-07,15:59:01,Fuel,Australia,Wire Transfer,96180.06,DEV2876
TXN004915,CUST0043,2555.15,2026-06-08,20:40:01,Electronics,UAE,Mobile Payment,99221.29,DEV1188
TXN001149,CUST0043,2791.07,2026-06-09,12:03:01,Electronics,UAE,Online,87076.42,DEV2876
TXN002880,CUST0043,393.32,2026-06-10,04:10:01,Online Shopping,USA,Mobile Payment,26983.11,DEV1188
TXN002965,CUST0043,1302.32,2026-06-10,13:32:01,Dining,Australia,ATM,48498.62,DEV2876
TXN000297,CUST0043,1642.61,2026-06-16,06:40:01,Entertainment,India,Mobile Payment,65445.99,DEV1188
TXN004004,CUST0043,204.0,2026-06-17,04:09:01,Fuel,Australia,POS,83971.5,DEV1188
TXN000960,CUST0043,2340.32,2026-06-17,06:53:01,Utilities,Germany,ATM,21485.54,DEV1188
TXN000408,CUST0043,642.44,2026-06-17,14:35:01,Travel,USA,ATM,60600.01,DEV1188
TXN001746,CUST0043,1750.11,2026-06-17,16:39:01,Grocery,UK,POS,84017.72,DEV1188
TXN003902,CUST0043,2790.24,2026-06-20,08:33:01,ATM Withdrawal,USA,Online,56906.08,DEV1188
TXN002531,CUST0043,1697.99,2026-06-21,21:43:01,Fuel,India,POS,23564.73,DEV2876
TXN004064,CUST0043,2724.91,2026-06-22,18:13:01,Electronics,Germany,Wire Transfer,11900.07,DEV2876
TXN002433,CUST0043,96.15,2026-06-24,01:58:01,Travel,UK,POS,61222.69,DEV2876
TXN004124,CUST0043,1927.6,2026-06-25,11:57:01,ATM Withdrawal,Singapore,ATM,91267.82,DEV1188
TXN003870,CUST0043,1147.17,2026-06-25,23:42:01,Travel,Australia,Online,80912.21,DEV1188
TXN001200,CUST0043,437.22,2026-06-27,03:03:01,ATM Withdrawal,Germany,Wire Transfer,49519.26,DEV2876
TXN003044,CUST0043,1434.89,2026-06-28,06:41:01,Jewelry,UK,ATM,23057.25,DEV1188
TXN001070,CUST0043,2887.11,2026-06-29,08:27:01,Entertainment,UAE,Wire Transfer,34071.36,DEV1188
TXN002019,CUST0043,248.91,2026-06-29,09:32:01,Travel,Singapore,Online,44347.06,DEV2876
TXN003893,CUST0043,510.72,2026-06-29,17:31:01,Entertainment,Germany,POS,11049.88,DEV1188
TXN000295,CUST0043,2129.81,2026-06-30,21:10:01,Online Shopping,UAE,Wire Transfer,2128.17,DEV1188
TXN001042,CUST0043,1306.08,2026-07-01,17:49:01,Jewelry,Germany,Mobile Payment,74960.85,DEV2876
TXN000007,CUST0043,352.45,2026-07-01,18:03:01,Travel,Australia,ATM,11701.78,DEV1188
TXN002989,CUST0044,348.11,2026-05-31,22:29:01,Grocery,Singapore,Mobile Payment,71076.06,DEV2827
TXN002301,CUST0044,2767.87,2026-06-01,16:03:01,Travel,Singapore,Mobile Payment,5599.29,DEV6573
TXN002556,CUST0044,2366.9,2026-06-03,21:36:01,Jewelry,India,Wire Transfer,48559.56,DEV6573
TXN002599,CUST0044,859.04,2026-06-04,21:40:01,Electronics,India,Online,9157.72,DEV2827
TXN002208,CUST0044,2183.29,2026-06-06,01:05:01,Travel,UAE,POS,36568.68,DEV2827
TXN001531,CUST0044,1066.26,2026-06-07,00:38:01,Dining,UK,ATM,89946.81,DEV2827
TXN003405,CUST0044,1519.93,2026-06-07,04:16:01,Utilities,UK,Online,60240.56,DEV6573
TXN001419,CUST0044,847.94,2026-06-09,00:50:01,Grocery,Singapore,Wire Transfer,32538.19,DEV6573
TXN001720,CUST0044,1479.0,2026-06-11,18:11:01,Utilities,UAE,Wire Transfer,24152.59,DEV2827
TXN003805,CUST0044,199.92,2026-06-12,01:58:01,Utilities,India,Mobile Payment,50556.42,DEV6573
TXN004706,CUST0044,32002.11,2026-06-13,01:24:01,Jewelry,UAE,POS,84464.36,DEV6573
TXN002900,CUST0044,2339.5,2026-06-13,13:54:01,Grocery,USA,Mobile Payment,20161.72,DEV2827
TXN001955,CUST0044,171.38,2026-06-15,23:18:01,Dining,Singapore,Mobile Payment,30160.01,DEV6573
TXN002778,CUST0044,2286.09,2026-06-17,06:46:01,Dining,India,POS,27947.86,DEV6573
TXN002201,CUST0044,2112.32,2026-06-18,07:06:01,Utilities,UAE,Mobile Payment,88604.72,DEV2827
TXN004817,CUST0044,2545.05,2026-06-18,14:20:01,Travel,UAE,Mobile Payment,61958.55,DEV2827
TXN001946,CUST0044,510.79,2026-06-19,07:37:01,Dining,India,Online,42488.95,DEV6573
TXN000047,CUST0044,2052.57,2026-06-20,06:57:01,Utilities,Germany,Online,23986.66,DEV2827
TXN003896,CUST0044,260.17,2026-06-20,12:37:01,Online Shopping,UAE,Online,64430.93,DEV6573
TXN000894,CUST0044,325.35,2026-06-22,16:23:01,Grocery,UAE,Online,92971.34,DEV2827
TXN000149,CUST0044,2525.09,2026-06-24,14:07:01,Dining,USA,POS,57684.46,DEV6573
TXN003359,CUST0044,1084.01,2026-06-26,10:03:01,Entertainment,Germany,Mobile Payment,99361.1,DEV6573
TXN000720,CUST0044,2673.77,2026-06-27,02:54:01,Dining,Singapore,Mobile Payment,99802.45,DEV6573
TXN004910,CUST0044,1265.15,2026-06-29,06:38:01,Grocery,Germany,POS,55887.93,DEV2827
TXN003352,CUST0044,1250.57,2026-06-30,18:25:01,Electronics,UAE,Wire Transfer,21264.67,DEV2827
TXN003025,CUST0045,2002.93,2026-06-04,10:16:01,Fuel,Germany,ATM,12370.67,DEV8123
TXN002286,CUST0045,328.19,2026-06-05,09:24:01,Entertainment,India,ATM,65473.63,DEV3591
TXN002341,CUST0045,514.41,2026-06-05,20:14:01,Dining,Singapore,Wire Transfer,31457.59,DEV3591
TXN000308,CUST0045,586.25,2026-06-06,01:09:01,Jewelry,India,POS,98839.71,DEV3591
TXN004456,CUST0045,306.33,2026-06-06,05:20:01,Electronics,Singapore,ATM,43282.08,DEV3591
TXN004157,CUST0045,2606.22,2026-06-07,03:06:01,Online Shopping,Australia,Mobile Payment,64990.2,DEV8123
TXN001801,CUST0045,328.21,2026-06-09,10:11:01,Fuel,Australia,Wire Transfer,43984.3,DEV8123
TXN001210,CUST0045,2069.26,2026-06-09,13:30:01,Travel,Germany,POS,31805.29,DEV3591
TXN001875,CUST0045,792.34,2026-06-09,15:41:01,Grocery,Germany,Mobile Payment,21816.34,DEV3591
TXN001496,CUST0045,877.96,2026-06-09,23:20:01,Jewelry,UK,POS,68993.93,DEV8123
TXN002326,CUST0045,327.81,2026-06-11,19:06:01,Online Shopping,USA,Wire Transfer,17632.26,DEV3591
TXN002054,CUST0045,243.94,2026-06-12,00:21:01,Dining,USA,Mobile Payment,56056.73,DEV3591
TXN001100,CUST0045,1693.81,2026-06-12,15:04:01,Travel,Germany,ATM,78711.13,DEV3591
TXN002081,CUST0045,1538.97,2026-06-12,17:36:01,Online Shopping,India,Mobile Payment,16211.72,DEV3591
TXN001274,CUST0045,2841.38,2026-06-12,19:00:01,Dining,UK,ATM,21436.5,DEV8123
TXN004334,CUST0045,532.21,2026-06-15,16:01:01,Online Shopping,Australia,ATM,4680.09,DEV3591
TXN002067,CUST0045,771.04,2026-06-16,07:05:01,ATM Withdrawal,USA,Wire Transfer,18997.0,DEV8123
